,user_id,song_id,listen_count,title,release,artist_name,year
181,b64cdd1a0bd907e5e00b39e345194768e330d652,SOVMCAR12AF72A1268,1,No Sleep Till Brooklyn,Hip Hop - The Collection 3,The Beastie Boys,1986
182,b64cdd1a0bd907e5e00b39e345194768e330d652,SOVPBLT12A6D4F5113,2,Human After All,Musique Vol 1,Daft Punk,2005
183,b64cdd1a0bd907e5e00b39e345194768e330d652,SOVRQIK12A6701F118,1,Television Rules The Nation,Human After All,Daft Punk,2005
184,b64cdd1a0bd907e5e00b39e345194768e330d652,SOWEBRA12A6701F115,1,Human After All,Human After All (Medley),Daft Punk,2005
185,b64cdd1a0bd907e5e00b39e345194768e330d652,SOWUTFF12A8C138AB2,1,Frank Sinatra,Fashion Nugget,Cake,1996
186,b64cdd1a0bd907e5e00b39e345194768e330d652,SOXFTSF12A6D4F7278,3,Revolution 909,Homework,Daft Punk,1996
187,b64cdd1a0bd907e5e00b39e345194768e330d652,SOXGQCN12A8C1384FA,1,Italian Leather Sofa,Fashion Nugget,Cake,1996
188,b64cdd1a0bd907e5e00b39e345194768e330d652,SOXSDRE12A6D4F8B3A,1,D.A.N.C.E [MSTRKRFT Remix],D.A.N.C.E. [Remixes],Justice,0
189,b64cdd1a0bd907e5e00b39e345194768e330d652,SOXZQDE12A8C135833,1,Right Back,40oz To Freedom,Sublime,0
190,b64cdd1a0bd907e5e00b39e345194768e330d652,SOYSWHI12AAA8C5BFD,1,Riverside,The Underground 2010,Sidney Samson,2009
191,b64cdd1a0bd907e5e00b39e345194768e330d652,SOYUOVK12AB0185549,1,Gran Idolo De Asia,Versus,Illya Kuryaki And The Valderramas,1997
192,b64cdd1a0bd907e5e00b39e345194768e330d652,SOZJPFX12A6D4F7280,2,Burnin' (Edit version),Burnin',Daft Punk,1997
193,b64cdd1a0bd907e5e00b39e345194768e330d652,SOZMNAX12A58A77F88,2,Short Circuit,Discovery,Daft Punk,2001
194,b64cdd1a0bd907e5e00b39e345194768e330d652,SOZPQES12A6D4F8E57,2,Alive,Musique Vol 1,Daft Punk,1994
195,17aa9f6dbdf753831da8f38c71b66b64373de613,SOAARXR12A8C133D15,1,Aunt Eggma Blowtorch,Everything Is,Neutral Milk Hotel,1995
196,17aa9f6dbdf753831da8f38c71b66b64373de613,SOACPBY12A8C13FEF9,1,Full Circle,Breakout,Miley Cyrus,2008
197,17aa9f6dbdf753831da8f38c71b66b64373de613,SOAKHOF12A8C13C72A,2,Poor Jackie,Rabbit Habits,Man Man,2008
198,17aa9f6dbdf753831da8f38c71b66b64373de613,SOAVIJW12AB018269B,1,Hot N Cold (Manhattan Clique Remix Radio Edit),Hot N Cold,Katy Perry,2008
199,17aa9f6dbdf753831da8f38c71b66b64373de613,SOBDVAK12AC90759A2,1,Daisy And Prudence,Distillation,Erin McKeown,2000
200,17aa9f6dbdf753831da8f38c71b66b64373de613,SOBGMYK12A6D4F6730,1,Everythings Just Wonderful,Alright_ Still,Lily Allen,0
201,17aa9f6dbdf753831da8f38c71b66b64373de613,SOBIMTY12A6D4F931F,1,The Ballad of Michael Valentine,Sawdust,The Killers,2004
202,17aa9f6dbdf753831da8f38c71b66b64373de613,SOBKRVG12A8C133269,1,I Stand Corrected (Album),Vampire Weekend,Vampire Weekend,2007
203,17aa9f6dbdf753831da8f38c71b66b64373de613,SOBUBLL12A58A795A8,1,They Might Follow You,Tiny Vipers,Tiny Vipers,2007
204,17aa9f6dbdf753831da8f38c71b66b64373de613,SOBVKFF12A8C137A79,1,Monkey Man,You Know I'm No Good,Amy Winehouse,2007
205,17aa9f6dbdf753831da8f38c71b66b64373de613,SOCHAXM12AB01876F8,1,Bleeding Hearts,Hell Train,Soltero,0
206,17aa9f6dbdf753831da8f38c71b66b64373de613,SOCJQTG12AC9097645,1,Knee Deep At The National Pop League,Underachievers Please Try Harder,Camera Obscura,0
207,17aa9f6dbdf753831da8f38c71b66b64373de613,SOCMEJM12AF72A48D0,1,Dreamlover,#1's,Mariah Carey,1993
208,17aa9f6dbdf753831da8f38c71b66b64373de613,SOCREPA12A67ADD15E,5,Wet Blanket,Old World Underground_ Where Are You Now?,Metric,2003
209,17aa9f6dbdf753831da8f38c71b66b64373de613,SOCRMJF12A81C22362,2,Guyamas Sonora,The Flying Club Cup,Beirut,2007
210,17aa9f6dbdf753831da8f38c71b66b64373de613,SODLRPF12AC909761A,1,Suspended From Class,Underachievers Please Try Harder,Camera Obscura,0
211,17aa9f6dbdf753831da8f38c71b66b64373de613,SODOZXB12A8C13CD55,1,Empty Skies,Resist,Kosheen,2000
212,17aa9f6dbdf753831da8f38c71b66b64373de613,SODUANR12A6D4F5036,1,Fast As I Can,Monday Morning Cold,Erin McKeown,2000
213,17aa9f6dbdf753831da8f38c71b66b64373de613,SOEBPXF12A8C14295A,1,Just The Way You Are,Heartbreakers (N),Barry White,1978
214,17aa9f6dbdf753831da8f38c71b66b64373de613,SOEGZHD12A8C13BF3D,2,Sleeping In (Album),Give Up,Postal Service,2003
215,17aa9f6dbdf753831da8f38c71b66b64373de613,SOELOOM12AB017DB4C,1,Gimme Sympathy,Gimme Sympathy,Metric,2009
216,17aa9f6dbdf753831da8f38c71b66b64373de613,SOEMAIM12AC90759AC,1,You Mustn't Kick It Around,Distillation,Erin McKeown,2000
217,17aa9f6dbdf753831da8f38c71b66b64373de613,SOEOJHS12AB017F3DC,2,Help I'm Alive,Fantasies,Metric,2009
218,17aa9f6dbdf753831da8f38c71b66b64373de613,SOEQLJP12AB018FBC5,1,Teenager,Modapop,Camera Obscura,0
219,17aa9f6dbdf753831da8f38c71b66b64373de613,SOETRNC12A6D4F8653,1,Last Night A DJ Saved My Life,Glitter,Mariah Carey Featuring Busta Rhymes_ Fabulous And DJ Clue,2001
220,17aa9f6dbdf753831da8f38c71b66b64373de613,SOFKYDZ12AB017F425,1,Stadium Love,Fantasies,Metric,2009
221,17aa9f6dbdf753831da8f38c71b66b64373de613,SOFMFXK12A8C13C658,1,Spare-Ohs,Armchair Apocrypha,Andrew Bird,2007
222,17aa9f6dbdf753831da8f38c71b66b64373de613,SOFPCZP12A8C136B4F,1,Interstate 8,Baron Von Bullshit Rides Again,Modest Mouse,1996
223,17aa9f6dbdf753831da8f38c71b66b64373de613,SOFVHLF12A8C140E48,1,All The Things That Go To Make Heaven And Earth,Challengers,The New Pornographers,2007
224,17aa9f6dbdf753831da8f38c71b66b64373de613,SOFWLRF12AB017F405,1,Satellite Mind,Fantasies,Metric,2009
225,17aa9f6dbdf753831da8f38c71b66b64373de613,SOFXJCS12A58A7DF02,1,Daddy's Eyes,Sawdust,The Killers,2006
226,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGDZSB12AB017CC29,1,SeÃ±orita,Justified,Justin Timberlake,2002
227,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGIDSA12A8C142829,1,Camaro,Because Of The Times,Kings Of Leon,2007
228,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGKGXY12A8C134E30,1,Behave,Sings The Greys,Frightened Rabbit,0
229,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGKHRQ12AF72A4231,1,The Lighthouse,Our Love To Admire,Interpol,0
230,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGKZXO12A8C13E3EE,1,Stop Coming To My House,Happy Songs For Happy People,Mogwai,2003
231,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGUPIJ12A8C13AEA1,1,Tron,Antidotes,Foals,2008
232,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGVQTZ12A6D4FB490,1,Say Hello To The Angels,Say Hello To The Angels/NYC,Interpol,0
233,17aa9f6dbdf753831da8f38c71b66b64373de613,SOGWKKA12A6702162E,1,Love And War (11/11/46) (Album Version),More Adventurous,Rilo Kiley,2004
234,17aa9f6dbdf753831da8f38c71b66b64373de613,SOHHSYJ12AB017F40A,1,Twilight Galaxy,Fantasies,Metric,2009
235,17aa9f6dbdf753831da8f38c71b66b64373de613,SOHJSRO12A8C13D385,1,Money Straight (Explicit Album Version),The Real Testament [Deluxe],Plies,0
236,17aa9f6dbdf753831da8f38c71b66b64373de613,SOHNVHC12A6D4F95AB,1,Elephant Gun,The Gulag Orkestar,Beirut,2006
237,17aa9f6dbdf753831da8f38c71b66b64373de613,SOHQTKJ12A8AE46A88,5,Annihilation By The Hands Of God (Album Version),The All Star Sessions,Roadrunner United,0
238,17aa9f6dbdf753831da8f38c71b66b64373de613,SOHTKMO12AB01843B0,1,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0
239,17aa9f6dbdf753831da8f38c71b66b64373de613,SOHWXHK12A6701D7B9,1,Why Worry,The All American Rejects,The All-American Rejects,2003
240,17aa9f6dbdf753831da8f38c71b66b64373de613,SOHXSEH12A67020A2D,1,If It's Lovin' That You Want,If It's Lovin' That You Want,Rihanna,2005
241,17aa9f6dbdf753831da8f38c71b66b64373de613,SOIQKPT12A8C140753,5,Three Peaches,On Avery Island,Neutral Milk Hotel,1996
242,17aa9f6dbdf753831da8f38c71b66b64373de613,SOIRBTN12A8C13C97B,1,It's Only Divine Right,Electric Version,The New Pornographers,2003
243,17aa9f6dbdf753831da8f38c71b66b64373de613,SOIUHFO12A67AD954B,1,Bling (Confession Of A King),Sam's Town,The Killers,2006
244,17aa9f6dbdf753831da8f38c71b66b64373de613,SOIWPAX12AB0181918,1,The Hazards Of Love 4 (The Drowned),The Hazards Of Love,The Decemberists,2009
245,17aa9f6dbdf753831da8f38c71b66b64373de613,SOIYNJG12AB01810B2,1,You're A Cad,Ray Guns Are Not Just The Future,the bird and the bee,2009
246,17aa9f6dbdf753831da8f38c71b66b64373de613,SOJITNW12A8C13D951,2,The Penalty,The Flying Club Cup,Beirut,2007
247,17aa9f6dbdf753831da8f38c71b66b64373de613,SOJOZTM12A8C140618,1,I'm A Cuckoo,The Inbetweeners,Belle & Sebastian,2003
248,17aa9f6dbdf753831da8f38c71b66b64373de613,SOJPFPR12AB018109D,1,Baby,Ray Guns Are Not Just The Future,the bird and the bee,2009
249,17aa9f6dbdf753831da8f38c71b66b64373de613,SOJTZGN12AB017F006,1,Ice Dogs,Six Demon Bag,Man Man,2006
250,17aa9f6dbdf753831da8f38c71b66b64373de613,SOJVPDY12AF72A1B04,1,What's In The Middle,Ray Guns Are Not Just The Future,the bird and the bee,2009
251,17aa9f6dbdf753831da8f38c71b66b64373de613,SOJXYTP12A67ADD1B2,1,Poster Of A Girl,Live It Out,Metric,2005
252,17aa9f6dbdf753831da8f38c71b66b64373de613,SOKFNBL12AF72A1A41,1,Head Rolls Off,Head Rolls Off,Frightened Rabbit,2008
253,17aa9f6dbdf753831da8f38c71b66b64373de613,SOKITWQ12A6D4FC8AD,1,The Greys,Be Less Rude,Frightened Rabbit,2006
254,17aa9f6dbdf753831da8f38c71b66b64373de613,SOKRACG12A8C1438AC,5,Innocent When You Dream (78),Franks Wild Years,Tom Waits,1987
255,17aa9f6dbdf753831da8f38c71b66b64373de613,SOKZTMC12A8AE48549,1,What Is It About Men,Frank,Amy Winehouse,2003
256,17aa9f6dbdf753831da8f38c71b66b64373de613,SOLHEHV12A8C13ECB2,1,The Fake Headlines,Mass Romantic,The New Pornographers,2000
257,17aa9f6dbdf753831da8f38c71b66b64373de613,SOMGPML12A8C13AE8C,1,Red Socks Pugie,Antidotes,Foals,2008
258,17aa9f6dbdf753831da8f38c71b66b64373de613,SOMQSYG12A6D4FA671,1,Black Wave (Album),Wincing The Night Away,The Shins,2007
259,17aa9f6dbdf753831da8f38c71b66b64373de613,SOMQURX12AB01886F8,1,Against The Peruvian Monster,The Man in a Blue Turban with Face,Man Man,2004
260,17aa9f6dbdf753831da8f38c71b66b64373de613,SOMUXVE12A6D4F6EAB,1,Missing,Love In The 90's,Everything But The Girl,1994
261,17aa9f6dbdf753831da8f38c71b66b64373de613,SONDCOR12A8C13BA16,1,Goodnight Bad Morning,Midnight Boom,The Kills,2008
262,17aa9f6dbdf753831da8f38c71b66b64373de613,SONLCTW12A58A7BB70,1,Collect Call,Fantasies,Metric,2009
263,17aa9f6dbdf753831da8f38c71b66b64373de613,SONMBPQ12A6D4F95A3,1,Postcards From Italy,The Gulag Orkestar,Beirut,2005
264,17aa9f6dbdf753831da8f38c71b66b64373de613,SONMERX12AF72A6002,1,Easy Eats Or Dirty Doctor Galapagos,Rabbit Habits,Man Man,2008
265,17aa9f6dbdf753831da8f38c71b66b64373de613,SONMWXV12AB01803B4,1,Year 3000,S.O.S,Jonas Brothers,2006
266,17aa9f6dbdf753831da8f38c71b66b64373de613,SONSQGU12AF72A2EDA,1,Where The White Boys Dance,Sam's Town,The Killers,2006
267,17aa9f6dbdf753831da8f38c71b66b64373de613,SONXCYX12AB0184785,1,The King Of Carrot Flowers Parts Two And Three,In The Aeroplane Over The Sea,Neutral Milk Hotel,1998
268,17aa9f6dbdf753831da8f38c71b66b64373de613,SOOAVGC12AB01821EC,5,The Bachelor and the Bride,Her Majesty The Decemberists,The Decemberists,2003
269,17aa9f6dbdf753831da8f38c71b66b64373de613,SOORTEQ12A6D4FA1D0,1,Sons & Daughters,The Crane Wife,The Decemberists,2006
270,17aa9f6dbdf753831da8f38c71b66b64373de613,SOOXRJG12A8C13773E,1,Caring Is Creepy,Garden State - Music From The Motion Picture,The Shins,2001
271,17aa9f6dbdf753831da8f38c71b66b64373de613,SOPXWLG12A8C13E75D,1,Rhode Island Is Famous For You,Sing You Sinners,Erin McKeown,2007
272,17aa9f6dbdf753831da8f38c71b66b64373de613,SOPZBNV12AB0187D8B,1,Natural Disaster,Noble Beast,Andrew Bird,2009
273,17aa9f6dbdf753831da8f38c71b66b64373de613,SOQZKFH12AC90719F4,5,Pen And Notebook,Biggest Bluest Hi-Fi,Camera Obscura,0
274,17aa9f6dbdf753831da8f38c71b66b64373de613,SORJRHI12A6D4FEF5C,1,The Twist,Grow Up and Blow Away,Metric,2001
275,17aa9f6dbdf753831da8f38c71b66b64373de613,SORVBEQ12A8C133D6B,5,Promise Me,Beverly Craven,Beverley Craven,1990
276,17aa9f6dbdf753831da8f38c71b66b64373de613,SORYCIK12AB018535E,5,The Gymnast_ High Above the Ground,Her Majesty The Decemberists,The Decemberists,2003
277,17aa9f6dbdf753831da8f38c71b66b64373de613,SOSNESF12A8C143097,1,Pushin' Me Away,A Little Bit Longer,Jonas Brothers,2008
278,17aa9f6dbdf753831da8f38c71b66b64373de613,SOSROSD12A8C13F519,1,Breakout,Breakout,Miley Cyrus,2008
279,17aa9f6dbdf753831da8f38c71b66b64373de613,SOTSRUQ12A81C22359,1,Nantes,The Flying Club Cup,Beirut,2007
280,17aa9f6dbdf753831da8f38c71b66b64373de613,SOUNZHU12A8AE47481,1,I CAN'T GET STARTED,It's The Time,Ron Carter,0
281,17aa9f6dbdf753831da8f38c71b66b64373de613,SOUOPLF12AB017F40F,1,Gold Guns Girls,Fantasies,Metric,2009
282,17aa9f6dbdf753831da8f38c71b66b64373de613,SOVCHUK12AB017F41F,2,Front Row,Fantasies,Metric,2009
283,17aa9f6dbdf753831da8f38c71b66b64373de613,SOVGEYY12A58A7D2B6,1,Set You Free,Head Rolls Off,Frightened Rabbit,2008
284,17aa9f6dbdf753831da8f38c71b66b64373de613,SOVPXOH12AB0180112,1,Oh!,Mollie's Mix,Sleater-kinney,2002
285,17aa9f6dbdf753831da8f38c71b66b64373de613,SOVRGXP12AB017D2B9,1,Love Letter To Japan,Ray Guns Are Not Just The Future,the bird and the bee,2009
286,17aa9f6dbdf753831da8f38c71b66b64373de613,SOVYNZA12A8C13C378,1,The Wizard,Fur And Gold,Bat For Lashes,2006
287,17aa9f6dbdf753831da8f38c71b66b64373de613,SOVZOBS12A67ADAFC6,1,Too Little Too Late,Live It Out,Metric,2005
288,17aa9f6dbdf753831da8f38c71b66b64373de613,SOWVNWB12A8C133171,1,Transmission,Let The Movie Begin,Joy Division,1979
289,17aa9f6dbdf753831da8f38c71b66b64373de613,SOXJLLK12A8C139E3D,1,Balloons (Single version),Balloons,Foals,2007
290,17aa9f6dbdf753831da8f38c71b66b64373de613,SOXNGDE12AB018C7A4,1,Live from Heart,One Way Flight,Sa Trincha,2001
291,17aa9f6dbdf753831da8f38c71b66b64373de613,SOYCZLK12A6D4FA7B4,1,Capturing Moods,The Execution Of All Things,Rilo Kiley,2002
292,17aa9f6dbdf753831da8f38c71b66b64373de613,SOYDTIW12A67ADAFC9,2,The Police And The Private,Live It Out,Metric,2005
293,17aa9f6dbdf753831da8f38c71b66b64373de613,SOYGYFN12A8C137FA9,1,The World's Greatest,The R. In R&B Greatest Hits Collection Vol. 1,R. Kelly,2001
294,17aa9f6dbdf753831da8f38c71b66b64373de613,SOYJPNY12AB01869CC,1,Kabul Shit,The Fear,Lily Allen,2009
295,17aa9f6dbdf753831da8f38c71b66b64373de613,SOYOHMP12A6D4F6244,1,Daniel Cowman,Mary Ann meets the Gravediggers and other short stories by regina spektor,Regina Spektor,2002
296,17aa9f6dbdf753831da8f38c71b66b64373de613,SOZISSK12A3F1EAD88,1,Snake,Sings The Greys,Frightened Rabbit,0
297,17aa9f6dbdf753831da8f38c71b66b64373de613,SOZRLJL12A8C14415F,1,My Wife_ Lost in the World,March of the Zapotec and Realpeople Holland,Beirut,0
298,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOADQPP12A67020C82,12,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004
299,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOAFTRR12AF72A8D4D,1,Harder Better Faster Stronger,Discovery,Daft Punk,2007
300,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOANQFY12AB0183239,1,Uprising,Uprising,Muse,0
301,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOAYATB12A6701FD50,1,Breakfast At Tiffany's,Home,Deep Blue Something,1993
302,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOBOAFP12A8C131F36,7,Lucky (Album Version),We Sing. We Dance. We Steal Things.,Jason Mraz & Colbie Caillat,0
303,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOBONKR12A58A7A7E0,26,You're The One,If There Was A Way,Dwight Yoakam,1990
304,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOBZZDU12A6310D8A3,7,Don't Dream It's Over,Recurring Dream_ Best Of Crowded House (Domestic Only),Crowded House,1986
305,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOCAHRT12A8C13A1A4,5,S.O.S.,SOS,Jonas Brothers,2007
306,d6589314c0a9bcbca4fee0c93b14bc402363afea,SODASIJ12A6D4F5D89,1,The Invisible Man,The Invisible Man,Michael Cretu,1985
307,d6589314c0a9bcbca4fee0c93b14bc402363afea,SODEAWL12AB0187032,8,American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version),The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,Green Day,0
308,d6589314c0a9bcbca4fee0c93b14bc402363afea,SODJWHY12A8C142CCE,8,Hey_ Soul Sister,Save Me_ San Francisco,Train,0
309,d6589314c0a9bcbca4fee0c93b14bc402363afea,SODLLYS12A8C13A96B,4,Breakeven,Now That's What I Call Music! 72,The Script,2008
310,d6589314c0a9bcbca4fee0c93b14bc402363afea,SODUGQV12AF72A6803,1,(You Drive Me) Crazy (The Stop Remix!),The Singles Collection,Britney Spears,1999
311,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOEQJBS12A8AE475A4,6,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0
312,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOFRCGW12A81C21EA6,7,Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,2005
313,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOGJQBU12A6D4FA8EC,7,3AM (LP Version),Yourself Or Someone Like You,matchbox twenty,1996
314,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOGTQNI12AB0184A5C,6,Vanilla Twilight,Ocean Eyes,Owl City,2009
315,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOHFGKG12A6701C429,7,Picture,The Very Best Of Sheryl Crow,Sheryl Crow,0
316,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOISNSU12AC468C0D8,6,If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,2009
317,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOJTLHS12A8C13F633,1,Ain't No Rest For The Wicked (Original Version),Cage The Elephant,Cage The Elephant,2008
318,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOKUPAO12AB018D576,4,The Only Exception (Album Version),The Only Exception,Paramore,0
319,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOLECYL12A58A7BF88,2,Black and White,Outside Inside,The String Cheese Incident,2001
320,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOLFXKT12AB017E3E0,7,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
321,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOLUHHS12A58A81A6B,8,The Trouble With Love Is,Beautiful,Kelly Clarkson,2003
322,d6589314c0a9bcbca4fee0c93b14bc402363afea,SONHLJN12A81C2169B,1,Orange TrÃ¤gt Nur Die MÃ¼llabfuhr (Go West),10 Jahre Gute Unterhaltung!,Mickie Krause,0
323,d6589314c0a9bcbca4fee0c93b14bc402363afea,SONHWUN12AC468C014,9,Rianna,The Update Collection Vol. 2,Fisher,0
324,d6589314c0a9bcbca4fee0c93b14bc402363afea,SONOYIB12A81C1F88C,7,I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,2008
325,d6589314c0a9bcbca4fee0c93b14bc402363afea,SONYKOW12AB01849C9,7,Secrets,Waking Up,OneRepublic,2009
326,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOOJJCT12A6310E1C0,6,Here Without You,Here Without You,3 Doors Down,2002
327,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOOROCA12AF72A07D1,6,If I Ever Leave This World Alive,Music From The Motion Picture P.S. Ich liebe Dich,Flogging Molly,1997
328,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOPIEIJ12A6D4F8F81,2,Waterfall,Ã€ La Carte,Triumvirat,1978
329,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOPSOHT12A67AE0235,14,Almaz,Every Kind Of Mood,Randy Crawford,1986
330,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOPTLQL12AB018D56F,8,Billionaire [feat. Bruno Mars] (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
331,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOPWZGK12A67020744,6,Ironic (Acoustic Album Version),Jagged Little Pill Acoustic,Alanis Morissette,2007
332,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOSTLBB12A8C13E3DB,1,Ghosts and Roses,Hello Mademoiselle,Stephane Pompougnac,2007
333,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOSZNRJ12A8AE46E38,6,Anyone Else But You,Juno - Music From The Motion Picture,Michael Cera & Ellen Page,2007
334,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOTFJGS12AB017F577,2,Speed Of Life,Twice The Speed Of Life,Sugarland,2004
335,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOTTNZU12A6D4FA237,23,Blood Red,Live Decade Of Aggression,Slayer,1990
336,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOTWNDJ12A8C143984,8,Marry Me,Save Me_ San Francisco,Train,2009
337,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOTWSXL12A8C143349,7,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008
338,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOUDLVN12AAFF43658,1,Make Love To Your Mind,Playlist: The Very Best Of Bill Withers,Bill Withers,1975
339,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOUFPNI12A8C142D19,6,Heartbreak Warfare,Battle Studies,John Mayer,0
340,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOULTKQ12AB018A183,3,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,0
341,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOVAEBJ12A58A7A364,4,Strange Days,The Very Best Of [w/bonus tracks],The Doors,1967
342,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOVXBOT12A8C136816,6,Drops Of Jupiter,Drops Of Jupiter,Train,2001
343,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOVZHYS12A8C14663F,1,What's Your Name,This Is How I Feel,Future Loop Foundation,0
344,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOWCKVR12A8C142411,3,Use Somebody,Use Somebody,Kings Of Leon,2008
345,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOWWNDT12A8AE49A4C,6,Home,Daughtry (Deluxe Edition),Daughtry,2006
346,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOXBZEQ12A8C14307F,7,Lovebug,A Little Bit Longer,Jonas Brothers,2008
347,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOXNZOW12AB017F756,6,Half Of My Heart,Battle Studies,John Mayer,0
348,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOZCBPN12A8C14136F,8,Magic,Wizards Of Waverly Place,Selena Gomez,2009
349,d6589314c0a9bcbca4fee0c93b14bc402363afea,SOZVCRW12A67ADA0B7,1,When You Were Young,When You Were Young,The Killers,2006
350,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAFTRR12AF72A8D4D,1,Harder Better Faster Stronger,Discovery,Daft Punk,2007
351,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAIILB12A58A776F7,3,Phantom Part 1.5 (Album Version),A Cross The Universe,Justice,0
352,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAJJDS12A8C13A3FB,1,I Got Mine,Attack & Release,The Black Keys,2008
353,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAKDHD12A6310F1AE,1,Face To Face (Cosmo VItelli Remix),Daft Club,Daft Punk,2003
354,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAMDXO12A8C131E2F,2,Pogo,Idealism,Digitalism,2007
355,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAMPRJ12A8AE45F38,20,Rorol,Identification Parade,Octopus Project,2002
356,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAOBEK12AF72A9021,1,Tchaparian,The Warning,Hot Chip,2006
357,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAOFBI12A8C143E28,1,Sometimes Things Get_ Whatever,Random Album Title,Deadmau5,2008
358,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAPIHX12AB0184CB1,7,Auto-Dub,Skream!,Skream,2006
359,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAQTNT12A6701F957,2,That Was Just A Dream,Bright Like Neon Love,Cut Copy,2004
360,5a905f000fc1ff3df7ca807d57edb608863db05d,SOARBUV12A6310F1B2,1,Face To Face (Demon Remix),Daft Club,Daft Punk,2003
361,5a905f000fc1ff3df7ca807d57edb608863db05d,SOATNYF12AF72A8D48,1,Aerodynamic,Discovery,Daft Punk,2001
362,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAUBGU12A6701C57A,2,Swallowed In The Sea,X & Y,Coldplay,2005
363,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAUIZJ12A6D4FC011,1,Marble House,Marble House,The Knife,0
364,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAUXEN12A81C23960,11,Hilarious Movie Of The 90s,Pause,Four Tet,2001
365,5a905f000fc1ff3df7ca807d57edb608863db05d,SOAWSML12A6310F1B7,2,One More Time (Romanthony's Unplugged),Daft Club,Daft Punk,2003
